Port_ID,total_trades,profitable_trades,net_profit,total_capital,return_on_investment,profitability_rate,sharpe_ratio,max_drawdown,ranking_score
4037282461943784704,504,136,4760.3656195,1850545.30126,0.002572412367456641,0.2698412698412698,0.11994409273288792,49.115832863680126,-4.805613121922072
4035034554469394176,395,66,2517.32079973,119894.8132,0.02099607758286244,0.1670886075949367,0.10910590146087173,50.59045471461313,-4.978699277857514
3926423286576838657,478,163,1309.45995959,966684.75528,0.0013545884037560053,0.3410041841004184,0.05031249169487907,54.23807352677385,-5.310901763746783
4022641794255717633,6052,2634,2176.83382376,117814.0575365,0.01847685980160385,0.43522802379378717,0.5587837849664766,55.94832487503053,-5.3451165794509805
4011626972687000576,6056,2326,5483.14982082,1971368.63384,0.0027813924431472022,0.38408190224570676,0.07726309463777206,59.39680090315318,-5.807890343736792
4000222729738650369,958,537,1803.6201332800001,250361.5239747,0.007204062767497225,0.5605427974947808,0.24821518101773135,61.07246617323151,-5.886559116764173
3949214983441029120,4530,1675,1317.57755896,395907.6665871,0.003327992029854092,0.369757174392936,0.05877608964057781,65.36730665870726,-6.412717098812789
3887577207880438784,6050,2893,2417.51403674,1127093.056185,0.0021449107715407582,0.4781818181818182,0.08791817133686772,68.17660809409976,-6.655764665379441
4006366295148391425,681,117,3018.5418057,148652.2984186,0.02030605539108373,0.17180616740088106,0.09104514784962393,70.95418766332068,-7.017545464385446
4014818740371615232,529,111,2013.64751009,868233.3838721,0.0023192468148479205,0.20982986767485823,0.19129374151308473,73.96794414106039,-7.294659006775025
3733192481840423936,689,553,2923.97719988,1164472.4986,0.002510988626520063,0.8026124818577649,0.06030921931637917,76.03550322918431,-7.349700339047218
4012994295026226176,627,251,2500.33664614,160127.698548,0.015614641744135837,0.4003189792663477,0.21517170694597323,77.77886641660159,-7.608510749793406
3976088733682659585,2814,1226,5901.15009982,1489719.0901895,0.003961250237499033,0.43567874911158494,0.14074991467562323,78.4180317477563,-7.681365067012031
4032403303704824321,223,123,2060.57051952,780661.10656,0.002639519891800359,0.5515695067264574,0.10807624415924527,87.637986102829,-8.575656701476394
3930688517098515713,288,140,1947.24457347,664103.6696264,0.0029321394573311836,0.4861111111111111,0.06322472887180149,89.91870812783489,-8.832219677892862
3818233536529843712,1421,482,6419.60790714,813423.5021475,0.00789208559894292,0.3391977480647431,0.15433650770430662,93.1938706368324,-9.183603603483379
3988187872032603905,5238,1711,2599.76167062,734456.0204378,0.0035397104772458875,0.3266513936617029,0.09371206714589306,93.07964210997115,-9.189810495278527
4031493134338259457,1889,683,9082.69828786,7838725.95267,0.0011586957297271354,0.36156696664902066,0.1561553316715,95.98974471666872,-9.458809837045976
3942630767220672256,4969,1903,6611.89848042,1210192.6112446,0.005463509212488181,0.3829744415375327,0.06798653142974295,98.25575352120549,-9.694900309688347
3919174299855478272,1267,609,1456.3718076199998,2303775.7345284,0.0006321673528339901,0.48066298342541436,0.011496146499477831,105.97447582797783,-10.45069659152913
3935808725185052672,1715,602,2301.96412286,1946541.8022825,0.0011825916711168155,0.3510204081632653,0.06327231329640648,115.62643522337888,-11.44420990056118
4021243448368889856,6050,2290,1498.1937579,1749830.4131047,0.0008561936897883582,0.3785123966942149,0.09471485398936351,126.09706416010624,-12.476867248728572
3914654298562589441,483,200,343.47044904999996,429177.2464067,0.0008002997640851585,0.4140786749482402,0.010988217193815908,133.28479030477064,-13.201737664648196
3977116548751698176,1624,456,603.9805007599999,2218007.9858234,0.0002723076312711209,0.28078817733990147,0.030032991938802857,178.03974283608568,-17.71362230896633
4008804082027254529,975,527,3332.73345887,4353641.1769199995,0.0007655048552319499,0.5405128205128205,0.03871418821876802,178.89201770263043,-17.71899888452335
4026179081117855488,197,46,6796.18836,1669086.34088,0.0040718015560637895,0.233502538071066,0.1399418817741681,206.19916930678843,-20.520249072280265
4037511388357114368,953,413,3552.34051692,896578.4660663999,0.0039621077812691035,0.4333683105981112,0.08817015640329581,228.9936338430157,-22.750134016728968
3786761687746711808,82,37,205.02139999,61740.0093,0.003320721883823882,0.45121951219512196,0.21647451340124185,231.82124311729515,-23.002135266637204
3941019213896463617,112,55,4234.08779003,865365.33221,0.0048928326943914425,0.49107142857142855,0.08816812824588793,243.50618973419094,-24.183706786120734
3988071780777702657,2385,890,3424.4699222,954749.9748086,0.0035867714192781286,0.3731656184486373,0.03734883840479758,340.2645384782019,-33.90559968603693
3977078013600312321,5018,1638,4622.3514376,2494013.1346325,0.001853378947132577,0.32642487046632124,0.08963781369793362,385.3166190974213,-38.4150655342838
4013955990069013504,358,236,1690.02704985,240304.3114014,0.0070328619573829,0.659217877094972,0.2296042050924858,491.2135152493831,-48.87485217600837
4027747397961573889,460,207,2638.21944996,1438575.07845,0.0018339115486433722,0.45,0.08985795357659807,529.8515860636732,-52.831453451032544
3858510226868015873,996,243,-280.97295038999994,787392.77969,-0.0003568396328203825,0.24397590361445784,-0.013565064221516706,625.5267959404049,-62.48234257165358
4016164457907769600,712,310,3742.68731972,2983886.41178,0.0012542995286095179,0.4353932584269663,0.1576549206768211,747.9905436762812,-74.63640368615322
3932103299427844097,2589,778,3860.30970535,1765025.9953072,0.0021871120967134083,0.3005021243723445,0.08333820210645816,760.9960867402182,-75.99191555145015
4020204877254599680,6050,1993,71998.85595307,23109085.4384396,0.00311560819422595,0.3294214876033058,0.060753054735952966,802.8348113676602,-80.17125783626015
3880920727367689984,145,49,-176.82699999000002,162140.697,-0.0010905775247160806,0.33793103448275863,-0.03876164888081837,808.4069955503898,-80.74750880548021
3995532094997544704,6051,1295,-12346.6822186,6608267.4518396,-0.0018683690254036177,0.21401421252685507,-0.06425284016184617,823.7696232762705,-82.32635597951153
3946087913459823360,6085,1930,-40.66724167,73338.9359152,-0.0005545109315060493,0.3171733771569433,-0.005708963124630865,1118.6052604054407,-111.76673762439452
4017263283405469185,6050,2034,7141.3664193899995,6232407.3301999,0.0011458439798672378,0.336198347107438,0.030092605013003634,1255.7645607621969,-125.46911971349292
3957509601040585217,1113,300,3174.1803667200006,985500.74339,0.003220880743124774,0.2695417789757412,0.025241440590469576,1546.8070773174124,-154.59350855763319
3960874214179953664,2391,1233,19567.47128569,8387392.0153534,0.00233296252874208,0.5156838143036386,0.16298190096127466,3453.6210320458194,-345.1738684950871
3879821005658659073,872,289,4268.00656095,207016.5657877,0.020616739267749873,0.33142201834862384,0.1310152733047719,4258.664586046325,-425.73258224875985
4004410127575640832,507,175,2905.76386668,479395.625575,0.006061306594516269,0.34516765285996054,0.18926497952886248,4406.172677941113,-440.4734399797097
4041804592937345281,368,85,-776.34299969,578122.87728,-0.001342868497684441,0.23097826086956522,-0.0780352349742704,4606.738374595158,-460.6206881756489
3966142151544441601,1932,1028,4883.80077594,1607232.58604,0.00303863972044831,0.5320910973084886,0.05250235368883796,18138.150977605022,-1813.6437545046838
3951723256343550465,3447,1215,5260.02286389,2623639.0295482,0.0020048576822688123,0.3524804177545692,0.05838672346603331,1939909000000.0,-193990899999.88177
3975392755164484097,1829,512,2330.27031414,1501148.1814891,0.001552325308637041,0.2799343903772553,0.09523119897398896,6193500129000.0,-619350012899.8964
3944239644144231424,858,227,-1187.89097568,956418.4076718,-0.0012420201934127046,0.26456876456876455,-0.02374515579342257,6939919999999.998,-693991999999.9258
3962024093501274881,1273,337,9314.494060179999,6383866.44543,0.0014590678141219477,0.26472898664571876,0.07409628756795934,12762299999999.998,-1276229999999.905
3937714876784951296,511,201,1117.5308932100002,1245784.403581,0.0008970499951658282,0.3933463796477495,0.016330437824503163,28216649984999.99,-2821664998499.8774
3991414786174551297,311,93,1787.98771569,272849.9577957,0.006553007118398674,0.2990353697749196,0.12220691392517938,29964209499999.992,-2996420949999.883
4033614723417828608,516,115,4602.23981649,1660531.8533967,0.002771545638872203,0.22286821705426357,0.10889186071771517,46061928002000.0,-4606192800199.91
4008537296438699777,535,249,2330.8456453100002,338133.1231446,0.006893278078271061,0.4654205607476635,0.10767301617531098,54375631620000.0,-5437563161999.836
4000877324693233921,6050,2714,-836.1005588599996,9422613.35785,-8.873340411059554e-05,0.44859504132231404,-0.002327436511767276,554204498167000.0,-55420449816699.87
